v8-version,8,4,371,23,-node.84,0
code-creation,Builtin,3,7324,0x140cac0,47,FunctionPrototypeCall
code-creation,Builtin,3,7340,0x140cb00,351,FunctionPrototypeHasInstance
code-creation,Builtin,3,7352,0x140cc60,12,FunctionPrototypeToString
code-creation,Builtin,3,7365,0x140cc80,205,CreateIterResultObject
code-creation,Builtin,3,7378,0x140cd60,830,CreateGeneratorObject
code-creation,Builtin,3,7390,0x140d0a0,12,GeneratorFunctionConstructor
code-creation,Builtin,3,7403,0x140d0c0,516,GeneratorPrototypeNext
code-creation,Builtin,3,7415,0x140d2e0,524,GeneratorPrototypeReturn
code-creation,Builtin,3,7428,0x140d500,528,GeneratorPrototypeThrow
code-creation,Builtin,3,7441,0x140d720,12,AsyncFunctionConstructor
code-creation,Builtin,3,7453,0x140d740,61,GetIteratorWithFeedbackLazyDeoptContinuation
code-creation,Builtin,3,7467,0x140d780,12,GlobalDecodeURI
code-creation,Builtin,3,7479,0x140d7a0,12,GlobalDecodeURIComponent
code-creation,Builtin,3,7491,0x140d7c0,12,GlobalEncodeURI
code-creation,Builtin,3,7504,0x140d7e0,12,GlobalEncodeURIComponent
code-creation,Builtin,3,7517,0x140d800,12,GlobalEscape
code-creation,Builtin,3,7530,0x140d820,12,GlobalUnescape
code-creation,Builtin,3,7542,0x140d840,12,GlobalEval
code-creation,Builtin,3,7554,0x140d860,145,GlobalIsFinite
code-creation,Builtin,3,7566,0x140d900,137,GlobalIsNaN
code-creation,Builtin,3,7579,0x140d9a0,12,JsonParse
code-creation,Builtin,3,7591,0x140d9c0,12,JsonStringify
code-creation,Builtin,3,7603,0x140d9e0,3737,LoadIC
code-creation,Builtin,3,7615,0x140e880,3213,LoadIC_Megamorphic
code-creation,Builtin,3,7628,0x140f520,3265,LoadIC_Noninlined
code-creation,Builtin,3,7640,0x1410200,52,LoadICTrampoline
code-creation,Builtin,3,7653,0x1410240,52,LoadICTrampoline_Megamorphic
code-creation,Builtin,3,7665,0x1410280,6972,KeyedLoadIC
code-creation,Builtin,3,7677,0x1411dc0,12112,KeyedLoadIC_Megamorphic
code-creation,Builtin,3,7690,0x1414d20,52,KeyedLoadICTrampoline
code-creation,Builtin,3,7703,0x1414d60,52,KeyedLoadICTrampoline_Megamorphic
